row_index,text,entity,role,ID
6904,rumah sahroni bubarkandpr,sahroni,PER,7340
6906,mrpresiden kebanyakan pidato omon omon retorika seharusnya mendapatkan piala citra untuk efek khusus terbaik adilijokowi bubarkandpr pecatwapres rakyatindonesiamurka revolusiataumatitertindas resetindonesia indonesiagelap demokrasitelahmati,omon omon,PER,7342
6906,mrpresiden kebanyakan pidato omon omon retorika seharusnya mendapatkan piala citra untuk efek khusus terbaik adilijokowi bubarkandpr pecatwapres rakyatindonesiamurka revolusiataumatitertindas resetindonesia indonesiagelap demokrasitelahmati,adilijokowi,PER,7342
6911,kartini pernah mengatakan mengarang adalah bekerja untuk keabadian pramoedya ananta toer bubarkandpr stopbayarpajak,kartini,PER,7347
6917,hidup di indonesia bapak aku misscall selalu sejam sekali pitty shoki tidak pulang pulang kimak bubarkandpr,pitty shoki,PER,7353
6920,ini rumah eko patrio yang konon seharga sama bubarkandpr,eko patrio,PER,7356
6923,apa yang jadi perintah prabowo terhadap kapolri dan panglima tni untuk menindak tegas rakyat yang marah karena bobroknya sistem pemerintahan karena penculik you tidak scholastic assessment test indonesiagelap bubarkandpr,prabowo,PER,7359
6924,terimakasih teman teman bubarkandpr copotkapolri copotgantisrimulyani indonesiagelap indonesiacemas,bubarkandpr copotkapolri copotgantisrimulyani,PER,7360
6925,ketar ketir mukanya jancuk eko patrio bubarkandpr,eko patrio,PER,7361
6929,jennie sunda ngedate dengan ningning bandung di kmpg halaman anjay bubarkandpr,ningning bandung,PER,7365
6934,segera reformasi polri bapak pecat kapolri dan yang menabrak afan bubarkandpr affankurniawan,afan,PER,7371
6934,segera reformasi polri bapak pecat kapolri dan yang menabrak afan bubarkandpr affankurniawan,##kandpr,PER,7371
6934,segera reformasi polri bapak pecat kapolri dan yang menabrak afan bubarkandpr affankurniawan,affankurniawan,PER,7371
6936,ingett guyss chindo juga masih darah indonesia jaga minorities jaga warga sipil jaga anak anak yang harus kita serang adalah rumah anggota dpr ri yang menantang rakyat serang gedung dpr amplifier mpr agar ruu perampasan aset segera di teken dan di sahkan rubah ruu kuhap bubarkandpr,ingett guyss chindo,PER,7373
6938,kepengarangan yang memiliki faal perbuatan sosial pada gilirannya harus pula bersambung dengan pers yang progesif pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7375
6939,dengan melawan kita takkan sepenuh kalah pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7376
6939,dengan melawan kita takkan sepenuh kalah pramoedya ananta toer bubarkandpr stopbayarpajak,stopbayarpajak,PER,7376
6940,alamat terbaru powers that be duren sawit blok q7 no offence amplifier duren sawit jakarta timur dki jakarta indonesia bubarkanbrimob bubarkandpr makzulkangibrangengsolo,makzulkangibrangengsolo,PER,7377
6945,wahai paralytic ketua partai pecat sahroni eko patrio sama uya kuya bubarkandpr,sahroni eko patrio,PER,7382
6945,wahai paralytic ketua partai pecat sahroni eko patrio sama uya kuya bubarkandpr,uya kuya,PER,7382
6947,setelah rumah syahrono jangan sampai ketinggalan rumah eko sama uya bubarkandpr,syahrono,PER,7384
6947,setelah rumah syahrono jangan sampai ketinggalan rumah eko sama uya bubarkandpr,eko,PER,7384
6947,setelah rumah syahrono jangan sampai ketinggalan rumah eko sama uya bubarkandpr,uya,PER,7384
6949,adies kadir golkar ahmad syaroni nafa urbah nasdem bubarkandpr uya kuya eko patrio personal area network,adies kadir,PER,7386
6949,adies kadir golkar ahmad syaroni nafa urbah nasdem bubarkandpr uya kuya eko patrio personal area network,ahmad syaroni nafa urbah nas,PER,7386
6949,adies kadir golkar ahmad syaroni nafa urbah nasdem bubarkandpr uya kuya eko patrio personal area network,eko patrio,PER,7386
6950,omon doang tetap konsisten untuk bubarkandpr,omon doang,PER,7387
6951,sahroni yang bilang rakyat pendemo orang yang bodoh sedunia ternyata bubarkandpr,sahroni,PER,7388
6954,rumahnya syahroni yang di bandung juga di bakar massa gess bubarkandpr chaos,syahroni,PER,7391
6954,rumahnya syahroni yang di bandung juga di bakar massa gess bubarkandpr chaos,gess,ORG,7391
6955,ironman kalah di indonesia bubarkandpr,ironman,PER,7392
6962,hey you fokus bubarkandpr jangan mau pemecahan konsentrasi oleh partai dengan mengadu domba prabowo dan jokowi,prabowo,PER,7399
6962,hey you fokus bubarkandpr jangan mau pemecahan konsentrasi oleh partai dengan mengadu domba prabowo dan jokowi,jokowi,PER,7399
6963,jangan pada lupa dengan tujuan utama dsn tuntutan yang kita ajukan bahkan hastag indonesiagelap resetindonesia bubarkandpr polisipembunuh itu sudah tenggelam teralihkan oleh sahroni uya kuya eko patrio nafa dsb,sahroni uya kuya,PER,7400
6963,jangan pada lupa dengan tujuan utama dsn tuntutan yang kita ajukan bahkan hastag indonesiagelap resetindonesia bubarkandpr polisipembunuh itu sudah tenggelam teralihkan oleh sahroni uya kuya eko patrio nafa dsb,eko patrio nafa,PER,7400
6965,tidak bahaya teh wo tapi ke sudah sakarepmu lah wo the other half tujuan multi user selama ini berkali mengikuti pilpres kan sudah kesampaian sekarang jadi presiden kan adilijokowi bubarkandpr turunkangibran,adilijokowi bubarkandpr turunkangibran,PER,7402
6969,bantu naikin lagi tagar bubarkandpr polisipembunuh indonesiagelap resetindonesia dong biar tidak pada lupa sama tujuan utamanya ketutupan sahroni eko patrio sama uya kuya begini,ketutupan sahroni eko patrio,PER,7406
6969,bantu naikin lagi tagar bubarkandpr polisipembunuh indonesiagelap resetindonesia dong biar tidak pada lupa sama tujuan utamanya ketutupan sahroni eko patrio sama uya kuya begini,uya kuya,PER,7406
6971,sudah ketahuan siapa dalangnya tentara babi dalangnya ingat tentara dan polisi lawan kita bubarkandpr sahroni eko patrio nafa urbach,sahroni eko patrio,PER,7408
6971,sudah ketahuan siapa dalangnya tentara babi dalangnya ingat tentara dan polisi lawan kita bubarkandpr sahroni eko patrio nafa urbach,nafa urbach,PER,7408
6974,hukum dari rakyat akan berlaku bila aparat anarkis juga polisipembunuh pecatkapolri bubarkandpr adilijokowi turunkangibran pecatgibran,adilijokowi,PER,7411
6975,iron man nya sampai diseret padahal kalau flexing itu robot dipajang dipajang sama syahroni bagus kasih selesai ini manusia dajjal satu ini bubarkandpr,syahroni bagus kasih,PER,7412
6977,jangan terkecoh sama politisi politisi yang cari panggung kasih simpati ke kelas almarhum ojol siapun mereka bubarkandpr tetap fokus mereka brengsek semua sudah di gaji dari pajak rakyat malah menginjak yang mengasih gaji semua tanpa kecuali tidak ada yang benar,ojol siapun,PER,7414
6979,lihat raportnya sahroni pantas bodoh bubarkandpr dprbebannegara,sahroni,PER,7416
6982,kapan puan maharani mundur karena tidak pecus jadi pimpinan dpr dan sengaja menghalangi pengesahan uu perampasan aset bapak gunakan kesempatan ini untuk membela rakyat copotkapolri bubarkandpr omonomon,puan maharani,PER,7419
6986,you kita harus belajar tanca kalau tidak kita akan beginibegini saja pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7423
6988,rumah anggota dpr yang bilang rakyatnya bodoh dijarah rakyatnya sendiri sore ini sabtu ahmadsahroni bubarkandpr polisipembunuh,ahmadsahroni,PER,7425
6989,jangan lupa sikap ikhlas keluarga almarhum affan pun sangat membantu sedikit meredakan emosi masa dan aku hi pada pemikiran bapak almarhum you sangat terbuka dan pemaaf kemarahan kembali fokus ke saja bubarkandpr,affan,PER,7426
6989,jangan lupa sikap ikhlas keluarga almarhum affan pun sangat membantu sedikit meredakan emosi masa dan aku hi pada pemikiran bapak almarhum you sangat terbuka dan pemaaf kemarahan kembali fokus ke saja bubarkandpr,you,PER,7426
6995,target selaanjutnya sahroni uyakuya nafa urbach indonesiachaos polisipembunuhrakyat bubarkandpr acabforever,sahroni,PER,7432
6995,target selaanjutnya sahroni uyakuya nafa urbach indonesiachaos polisipembunuhrakyat bubarkandpr acabforever,uyakuya nafa urbach,PER,7432
6996,mundur atau dipecat bubarkandpr,bubarkandpr,PER,7433
7000,mulutmu harimaumu sahroni imbas mengatai manusia yang bubarkandpr adalah manusia tertolol di dunia rumah ahmad sahroni dijarah,sahroni,PER,7437
7000,mulutmu harimaumu sahroni imbas mengatai manusia yang bubarkandpr adalah manusia tertolol di dunia rumah ahmad sahroni dijarah,ahmad sahroni,PER,7437
7001,bubarkan dpr usut tuntas pembunuh rakyat turunkan kapolri sigit indonesiachaos polisipembunuhrakyat bubarkandpr acabforever,sigit indonesiachaos,PER,7438
7003,affan kurniawan dibunuh rakyat melihat kami ada bubarkandpr resetindonesia polisipembunuhrakyat,affan kurniawan,PER,7440
7005,breaking rumah ahmad sahroni di tanjung priok digeruduk massa barangbarang dijarah dalam video terlihat massa menghancurkan mobil lexus yang terparkir di garasi mengambil barangbarang furniture hingga robot ironman bubarkandpr bubarkandprsontoloyo dprbebannegara,ahmad sahroni,PER,7442
7005,breaking rumah ahmad sahroni di tanjung priok digeruduk massa barangbarang dijarah dalam video terlihat massa menghancurkan mobil lexus yang terparkir di garasi mengambil barangbarang furniture hingga robot ironman bubarkandpr bubarkandprsontoloyo dprbebannegara,##pr bubarkandprsontoloyo dprbebannegara,PER,7442
7006,kakak sigit mundur lah bubarkandpr,sigit,PER,7443
7007,breaking news innalillahi wainnailaihi rojiun gedung dpr ri rumah rakyat dibakar rakyatnya you allah damailah negeriku gara gara uya kuya eko patrio sahroni bodoh polisipembunuhrakyat bubarkandpr,uya kuya,PER,7444
7007,breaking news innalillahi wainnailaihi rojiun gedung dpr ri rumah rakyat dibakar rakyatnya you allah damailah negeriku gara gara uya kuya eko patrio sahroni bodoh polisipembunuhrakyat bubarkandpr,eko patrio sahroni,PER,7444
7010,ada menteri ditanya tanggapanya tetang demo katanya tidak tahu menteri shoot oppo iku pecat saja bapak malu di dan unfaedah prabowo demo bubarkandpr,unfaedah,ORG,7447
7010,ada menteri ditanya tanggapanya tetang demo katanya tidak tahu menteri shoot oppo iku pecat saja bapak malu di dan unfaedah prabowo demo bubarkandpr,prabowo,PER,7447
7013,bagi mereka yang beriman yang percaya pada allah tidak ada sesuatupun di dunia ini dapat merusuhkan hati pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7451
7014,indonesiachaos polisipembunuhrakyat bubarkandpr acabforever rumah sahroni giliran rumah eko patrio uya kuya dan nafa urbach ini,sahroni,PER,7452
7014,indonesiachaos polisipembunuhrakyat bubarkandpr acabforever rumah sahroni giliran rumah eko patrio uya kuya dan nafa urbach ini,eko patrio,PER,7452
7014,indonesiachaos polisipembunuhrakyat bubarkandpr acabforever rumah sahroni giliran rumah eko patrio uya kuya dan nafa urbach ini,uya kuya,PER,7452
7014,indonesiachaos polisipembunuhrakyat bubarkandpr acabforever rumah sahroni giliran rumah eko patrio uya kuya dan nafa urbach ini,nafa urbach,PER,7452
7016,sahroni ke singapore kaburajadulu uya kuya priok eko patrio dpr ri bubarkandpr affan polisi damailah negeriku indonesia you allahiron man dprd prabowo,sahroni,PER,7455
7016,sahroni ke singapore kaburajadulu uya kuya priok eko patrio dpr ri bubarkandpr affan polisi damailah negeriku indonesia you allahiron man dprd prabowo,eko patrio,PER,7455
7016,sahroni ke singapore kaburajadulu uya kuya priok eko patrio dpr ri bubarkandpr affan polisi damailah negeriku indonesia you allahiron man dprd prabowo,prabowo,PER,7455
7020,colling down camerad simpan tenaga selalu ingat dosa dosa mereka dprd partai polisi dosa mereka bahan bakar kita warga indonesia tenang bubarkandpr polisimusuhbersama srimulyono10th affankurniawan,srimulyono,PER,7459
7020,colling down camerad simpan tenaga selalu ingat dosa dosa mereka dprd partai polisi dosa mereka bahan bakar kita warga indonesia tenang bubarkandpr polisimusuhbersama srimulyono10th affankurniawan,##10th affankurniawan,PER,7459
7023,kita tunggu selanjutnya rumah eko nafa urbah uya kuya harus di habisi juga brengsek memang ini anggota anggota dpr toskol polisipembunuhrakyat bubarkandpr,eko nafa urbah uya kuya,PER,7462
7023,kita tunggu selanjutnya rumah eko nafa urbah uya kuya harus di habisi juga brengsek memang ini anggota anggota dpr toskol polisipembunuhrakyat bubarkandpr,toskol polisipe,PER,7462
7024,ini peringatan bagi anggota saat kamu tidak mewakili rakyatmu bubarkandpr sahroni,sahroni,PER,7463
7029,rumah sharoni anggota dpr ri sore ini dijarah massa bubarkandpr chaos,sharoni,PER,7468
7036,breaking news rumah ahmad sahroni di tanjung priok di jarah massa bubarkandpr,ahmad sahroni,PER,7475
7037,prabowo lebih memilih melindungi dpr dan pejabat karena tanpa mereka prabowo tidak akan jadi presiden dan lebih memilih melawan rakyat indonesiagelap bubarkandpr bubarkanpolisi bubarkanpolri revolusiindonesia,prabowo,PER,7476
7037,prabowo lebih memilih melindungi dpr dan pejabat karena tanpa mereka prabowo tidak akan jadi presiden dan lebih memilih melawan rakyat indonesiagelap bubarkandpr bubarkanpolisi bubarkanpolri revolusiindonesia,prabowo,PER,7476
7038,siasianya dunia ini kalau untuk meningkatkan satu orang yang lain mesti diinjak pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7477
7039,aku tidak habis pikir anjing sama statement dari stop it anak calon dpr ini terus bagaimana brati demo salah memang yang diperbuat dpr juga benar penyakit pro pemerintah seperti begini memang turunan you bubarkandprri indonesiagelap,brati,PER,7478
7045,not gonna lie tidak menyangka akan hidup dan menyaksikan sejarah terulang lagi di indonesia benar benar yang dulu dibaca saja di kelas sekarang terjadi dan merasai sendiri prayforojoldriver bubarkandprri prayforindonesia ripdemokrasi indonesiagelap,not gonna lie,PER,7484
7045,not gonna lie tidak menyangka akan hidup dan menyaksikan sejarah terulang lagi di indonesia benar benar yang dulu dibaca saja di kelas sekarang terjadi dan merasai sendiri prayforojoldriver bubarkandprri prayforindonesia ripdemokrasi indonesiagelap,##ri prayforindonesia ripdemokrasi indonesia,ORG,7484
7047,rumah sahroni didatangi massa dan dijarah adindaa puas mengakak terimakasih kakak buat videonya bubarkandpr 1312acab resetindonesia,sahroni,PER,7486
7051,masalahnya bukan disitu astaghfirullah uwong ini utek ecstasy nandi sih polrimusuhbersama indonesiagelap dprbebannegara acab1312 acabforever polisipembunuhrakyat bubarkandprri,utek ecstasy,PER,7490
7054,rumah sahroni saat ini di gruduk warga bubarkandpr,sahroni,PER,7493
7055,slot gacor bocoran hari ini baru member dapat bonus rupiah rtp gacor link daftar damailah negeriku affan jaga kondusivitas indonesiagelap bubarkandpr,affan,PER,7494
7060,link bermain di biologi dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian bacot mundur,link,PER,7499
7060,link bermain di biologi dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian bacot mundur,uya kuya,PER,7499
7060,link bermain di biologi dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian bacot mundur,jokowi,PER,7499
7060,link bermain di biologi dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian bacot mundur,affan kurniawan,PER,7499
7060,link bermain di biologi dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian bacot mundur,dprd,PER,7499
7060,link bermain di biologi dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian bacot mundur,prabowo,PER,7499
7061,eps jackpot terakhir di puncak dunia dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian,uya kuya,PER,7500
7061,eps jackpot terakhir di puncak dunia dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian,jokowi,PER,7500
7061,eps jackpot terakhir di puncak dunia dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian,affan kurniawan,PER,7500
7061,eps jackpot terakhir di puncak dunia dpr ri uya kuya meminta jokowi brimob goblok aparat provokator chaos kontol damailah negeriku affan kurniawan ummar polisipembunuh jaga kondusivitas indonesia you allah dprd prabowo bubarkandpr acab1312 bodoh utamakan kedamaian,prabowo,PER,7500
7064,ucapan tiada pada tempatnya bukan lahir di rumah ini yang suci hanya terbawa entah dari mana pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7503
7070,kalian punya kembaran anjing israel brimob polisi tni artis influencer yang pada bisu juga babi sekali bubarkandpr prabowo indonesia polisipembunuh,prabowo,PER,7509
7074,wuidih pihak asing gaya kamu berkomentar bapak hendropriyono bubarkandpr indonesiagelap polrimusuhbersama polisipembunuh,hendropriyono,PER,7513
7078,propam menyatakan akan mempercepat pelaksanaan sidang etik terhadap anggota brimob yang terlibat insiden pelindasan pengemudi ojol affan kurniawan baca selengkapnya di sini propam dpr ri brimob uya kuya kwitang parcok chaos dprd bubarkandpr,affan kurniawan,PER,7517
7080,kecewa tok meminta maaf tidak meminta usut tuntas tapi hukuman hanya hari itu hukuman apa liburan semester polisipembunuh polisipembunuhrakyat bubarkandpr dprbebannegara,tok,PER,7519
7087,dari awal sebagai ketua dpr ri janji melulu janji janji selalu keluar sejak saru hari periode kepemimpinan bubarkandpr,saru hari,PER,7526
7087,dari awal sebagai ketua dpr ri janji melulu janji janji selalu keluar sejak saru hari periode kepemimpinan bubarkandpr,bubarkandpr,PER,7526
7095,dahulu dia selalu katakan apa yang dia pikirkan tangiskan apa yang ditanggungkan teriakan ria kesukaan di dalam hati remaja kini dia harus diam tidak ada kuping sudi suaranya pramoedya ananta toer bubarkandpr stopbayarpajak,pramoedya ananta toer,PER,7534
7099,selalu ada kebaikan di setiap situasi bubarkandpr dpr ri sarinah atau something or someone good kontol,sarinah,PER,7538
7105,hiya benar anjing seperti syahroni habis mengatai bodoh terus pamer moge memang rata rata otak pejabat dpr itu dongo bubarkandprri,syahroni,PER,7544
7105,hiya benar anjing seperti syahroni habis mengatai bodoh terus pamer moge memang rata rata otak pejabat dpr itu dongo bubarkandprri,dongo,PER,7544
7110,pas butuh suara rakyat disanjung pas sudah dapat suara rakyat diinjek diinjek memang dpr bangsat buat dpr bubarkandprri bubarkandpr,pas,PER,7549
7110,pas butuh suara rakyat disanjung pas sudah dapat suara rakyat diinjek diinjek memang dpr bangsat buat dpr bubarkandprri bubarkandpr,pas,PER,7549
7111,keledai tidak punya otak bubarkandprri adilijokowi bubarkanpolri semua tidak ada manfaatnya buat rakyat,adilijokowi,PER,7550
7112,terpantau saat ini kantor dprd not that bothered dibakar massa nampaknya di berbagai daerah satu per satu kantor dprd dibakar karena kebijakan dpr yang memperkaya dirinya sendiri dan merugikan masyarakat indonesia presiden bubarkandpr pecat sahroni provokator polisipembunuh,sahroni,PER,7552
7117,bmkg dan persatuan dukun beranak sudah meramalkan umur pemerintahan prabowo tidak akan bertahan lama bubarkandprri reformasisekalilagi,prabowo,PER,7557
7123,unhas gowa teknik menuju ke kampus utama perintis makassar hari ini teman teman unhas gowa bergabung dengan mahasiswa unhas lainnya di tamalanrea perintis untuk aksi bubarkandpr dprbubar,unhas gowa teknik,ORG,7563
7123,unhas gowa teknik menuju ke kampus utama perintis makassar hari ini teman teman unhas gowa bergabung dengan mahasiswa unhas lainnya di tamalanrea perintis untuk aksi bubarkandpr dprbubar,unhas gowa,ORG,7563
7124,makzulkan fufufafa sebelum terlambat adili jokowi jangan ada lagi alkisah gorong gorong jilid tapi dsb bubarkandprri rakyat sudah tidak mau lagi diwakili bubar tidak,fufufafa,PER,7564
7124,makzulkan fufufafa sebelum terlambat adili jokowi jangan ada lagi alkisah gorong gorong jilid tapi dsb bubarkandprri rakyat sudah tidak mau lagi diwakili bubar tidak,jokowi,PER,7564
7132,karena aku juga orang priok tadi aku cek rumah ahmad sahroni sudah di menjaga polisi bubarkandprri polisipembunuh,ahmad sahroni,PER,7572
7133,gmonad just saw some baru ecosystem want ke explore itu but pertama kita katain dulu bubarkandprri lalu kita nyante disini dulu pening kepala aku bapak semangat yang demo semoga terdengar suaranya kalau perlu pakai cool horeg,gmonad,PER,7573
7135,padahal dalangnya habis bikin video meminta maaf yapping tidak jelas bukannya turun datengin rakyat bajingan kamu bubarkandprsontoloyo bubarkandprri bubarkandprri bubarkandpr cukupsatutahun,yapping,PER,7575
7138,dewan perwakilan yang seharusnya menjadi perwakilan rakyat tapi selalu bertentangan dengan rakyat hastag bubarkandprri rasanya bukan hal tabu,hastag bubarkandprri,PER,7578
7139,cari rumah mereka dan habiskan puan maharani sri mulyani saroni eko uya nafa dedi sitorus what ngentot jangankan mendengarkan rakyat kamu saja kabur ke luar negeri makan enak bangsat bubarkandprri kamu juga becus cuma antek pengecut kamu,puan maharani,PER,7579
7139,cari rumah mereka dan habiskan puan maharani sri mulyani saroni eko uya nafa dedi sitorus what ngentot jangankan mendengarkan rakyat kamu saja kabur ke luar negeri makan enak bangsat bubarkandprri kamu juga becus cuma antek pengecut kamu,sri mulyani,PER,7579
7139,cari rumah mereka dan habiskan puan maharani sri mulyani saroni eko uya nafa dedi sitorus what ngentot jangankan mendengarkan rakyat kamu saja kabur ke luar negeri makan enak bangsat bubarkandprri kamu juga becus cuma antek pengecut kamu,saroni eko uya,PER,7579
7139,cari rumah mereka dan habiskan puan maharani sri mulyani saroni eko uya nafa dedi sitorus what ngentot jangankan mendengarkan rakyat kamu saja kabur ke luar negeri makan enak bangsat bubarkandprri kamu juga becus cuma antek pengecut kamu,nafa,PER,7579
7139,cari rumah mereka dan habiskan puan maharani sri mulyani saroni eko uya nafa dedi sitorus what ngentot jangankan mendengarkan rakyat kamu saja kabur ke luar negeri makan enak bangsat bubarkandprri kamu juga becus cuma antek pengecut kamu,dedi sitorus,PER,7579
7141,kalau benda ini nyata aku pastikan ini benda akan memilih stop it bahlul brimob bubarkandpr propam chaos najis tertabrak prabowo buzzer polisi dpr jakarta polda polisipembunuhrakyat jerome,prabowo,PER,7581
7148,bubarkandpr brimob bubarkandpr propam chaos najis tertabrak prabowo buzzer polisi dpr jakarta polda polisipembunuhrakyat bantu bagi dan kasih tahu buat tementemen yang turun ke jalan buat demo biar tetap jaga keselamatan,prabowo,PER,7588
7150,ditengah gentingnya suasana kenapa harus bikin template seperti begini kapan masyarakat meminta tolong sama polisi kan kalian digaji pakai uang rakyat lagian seperti pernah saja kalian benar tolong rakyat polisipembunuhrakyat bubarkandpr chaos prabowo dpr ri polda demo brimob,prabowo,PER,7590
7154,anggota dpr ri pada kabur kepada bapak presiden suruh syahroni yang bayar semua kerusakan uang rakyat yang mereka korupsi sama genk nya seruan duduki rumah sahroni bubarkandprsontoloyo bubarkandprri tidak lupa copotkapolri copotkapolrilistyosigit,syahroni,PER,7594
7154,anggota dpr ri pada kabur kepada bapak presiden suruh syahroni yang bayar semua kerusakan uang rakyat yang mereka korupsi sama genk nya seruan duduki rumah sahroni bubarkandprsontoloyo bubarkandprri tidak lupa copotkapolri copotkapolrilistyosigit,sahroni,PER,7594
7156,innalillahi buntut aksi demo thd uya kuya dsb nya di dpr ri bubarkandprri aparat kontol menewaskan driver ojol yang ditabrak bikin kelabakan prabowo jumat di jakarta dan kota kota lain membara semangat,prabowo,PER,7596
7160,benaran doh bubarkandpr,benar,PER,7600
7168,dpr yang seharusnya menjadi perwakilan rakyat menyejahterakan rakyat justru menjadi ladang masalah bagi rakyat menelan dana dari pajak rakyat untuk dimasukkan ke perutnya sendiri bubarkan dpr bubarkandprri justiceforaffankurniawan,justiceforaffankurniawan,PER,7608
7173,ditabrak provokator uya kuya kontol najis intelligence prabowo wowo utamakan kedamaian affan you allah indonesia gemini fourth ke sebuah future mundur dprd kendalikan hati bodoh presiden tuhan gemini exciting camera selidiki secara transparan wts jasa buzzer exha zonauang bubarkandprri,prabowo wowo,PER,7613
7178,bubarkandprri habis atas ignorant stroy tntng pemerintahan tib tib ada yang pesan begini anjing takut sangat,ignorant stroy,PER,7618
7184,array technology inc. sniper polisipembunuh bubarkandprri,array technology inc,ORG,7624
7187,ingat tujuan kita bubarkandpr jangan sampai menyesal seperti di era gus duh,gus duh,PER,7627
7192,begini kondisi kota makassar pasca demo dpr berikut video log selengkapnya teman polisipembunuh polisipembunuhrakyat makassar makassaterkini infomakassar makassarinfo demo demodpr bubarkandprri bubarkandprri,infomakassar makassar,ORG,7632
7202,uang aku dipakai buat ngehidupin aniani bubarkandpr,aniani,PER,7642
7205,tujuh anggota brimob kini diperiksa divisi propam polri secara terbuka bahkan disiarkan langsung baca selengkapnya di sini brimob affan bubarkandpr puan surabaya trump died dprbebannegara,puan surabaya,PER,7645
7205,tujuh anggota brimob kini diperiksa divisi propam polri secara terbuka bahkan disiarkan langsung baca selengkapnya di sini brimob affan bubarkandpr puan surabaya trump died dprbebannegara,dprbebannegara,PER,7645
7211,saat ini rakyat hanya punya rakyat lihat kanan kiri jangan berikan celah kepada preman parjo parcok dan sejenisnya polisipembunuhrakyat bubarkandpr acab1312,parjo parcok,PER,7651
7222,miriss tetap kawal bubarkandprri sumber masalahnya itu ada disini,miriss,PER,7662
7225,anggota dpr paling bodoh sedunia you ini orangnya bubarkandprri bubarkandprsontoloyo,bubarkandprri,PER,7665
7225,anggota dpr paling bodoh sedunia you ini orangnya bubarkandprri bubarkandprsontoloyo,##kandprsontoloyo,PER,7665
7227,sosok ahmad sahroni sebut yang ingin bubarkan dpr adalah orang bodoh sedunia bubarkandprri bodoh,ahmad sahroni,PER,7667
7232,di indoslots spin kecil bisa berbuah cerita gede daftar disini affan polisipembunuh you allah indonesia gfawakeconcertd1 gemini fourth ke sebuah future bubarkandpr acab1312 prabowo mundu,affan,PER,7672
7232,di indoslots spin kecil bisa berbuah cerita gede daftar disini affan polisipembunuh you allah indonesia gfawakeconcertd1 gemini fourth ke sebuah future bubarkandpr acab1312 prabowo mundu,prabowo mundu,PER,7672
7233,tagar bubarkandpr mencerminkan kemarahan rakyat bivitri susanti menilai seruan pembubaran dpr bisa jadi dorongan untuk perbaikan via,bivitri susanti,PER,7673
7236,kocak habis dprbubar bubarkanpolisi bubarkandprri gantiwapres prabowogagal,##pres,PER,7676
7236,kocak habis dprbubar bubarkanpolisi bubarkandprri gantiwapres prabowogagal,prabowo,PER,7676
7240,prabowo subianto dpr ri bagaimana proses hukum kasus beras sita semua beras yang ada di gudang pelaku oplos beras denda pelaku oplos beras thanks lipat hukum penjara seumur hidup bubarkandprri bubarkandpr dprd kejaksaan ri kpk bem user interface bem stop it,prabowo subianto,PER,7680
7244,molen kita ini sedank ditindas mau bersuara biar didenger biar dilihat nya sama seluruh dunia bukan sama pemerentah yang matanya sudah pada buta itu diam dulu anjing jangan lokdon lokdon ekon orank bubarkandpr polisipembunuhrakyat,lokdon,PER,7684
